state,FIPS,abrv,county
Virginia,51,VA,Dinwiddie
Virginia,51,VA,Emporia
Virginia,51,VA,Essex
Virginia,51,VA,Fairfax
Virginia,51,VA,Fairfax
Virginia,51,VA,Falls Church
Virginia,51,VA,Fauquier
Virginia,51,VA,Floyd
Virginia,51,VA,Fluvanna
Virginia,51,VA,Franklin
Virginia,51,VA,Franklin
Virginia,51,VA,Frederick
Virginia,51,VA,Fredericksburg
Virginia,51,VA,Galax
Virginia,51,VA,Giles
Virginia,51,VA,Gloucester
Virginia,51,VA,Goochland
Virginia,51,VA,Grayson
Virginia,51,VA,Greene
Virginia,51,VA,Greensville
Virginia,51,VA,Halifax
Virginia,51,VA,Hampton
Virginia,51,VA,Hanover
Virginia,51,VA,Harrisonburg
Virginia,51,VA,Henrico
Virginia,51,VA,Henry
Virginia,51,VA,Highland
Virginia,51,VA,Hopewell
Virginia,51,VA,Isle of Wight
Virginia,51,VA,James City
Virginia,51,VA,King and Queen
Virginia,51,VA,King George
Virginia,51,VA,King William
Virginia,51,VA,Lancaster
Virginia,51,VA,Lee
Virginia,51,VA,Lexington
Virginia,51,VA,Loudoun
Virginia,51,VA,Louisa
Virginia,51,VA,Lunenburg
Virginia,51,VA,Lynchburg
Virginia,51,VA,Madison
Virginia,51,VA,Manassas
Virginia,51,VA,Manassas Park
Virginia,51,VA,Martinsville
Virginia,51,VA,Mathews
Virginia,51,VA,Mecklenburg
Virginia,51,VA,Middlesex
Virginia,51,VA,Montgomery
Virginia,51,VA,Nelson
Virginia,51,VA,New Kent
Virginia,51,VA,Newport News
Virginia,51,VA,Norfolk
Virginia,51,VA,Northampton
Virginia,51,VA,Northumberland
Virginia,51,VA,Norton
Virginia,51,VA,Nottoway
Virginia,51,VA,Orange
Virginia,51,VA,Page
Virginia,51,VA,Patrick
Virginia,51,VA,Petersburg
Virginia,51,VA,Pittsylvania
Virginia,51,VA,Poquoson
Virginia,51,VA,Portsmouth
Virginia,51,VA,Powhatan
Virginia,51,VA,Prince Edward
Virginia,51,VA,Prince George
Virginia,51,VA,Prince William
Virginia,51,VA,Pulaski
Virginia,51,VA,Radford
Virginia,51,VA,Rappahannock
Virginia,51,VA,Richmond
Virginia,51,VA,Richmond
Virginia,51,VA,Roanoke
Virginia,51,VA,Roanoke
Virginia,51,VA,Rockbridge
Virginia,51,VA,Rockingham
Virginia,51,VA,Russell
Virginia,51,VA,Salem
Virginia,51,VA,Scott
Virginia,51,VA,Shenandoah
Virginia,51,VA,Smyth
Virginia,51,VA,South Boston
Virginia,51,VA,Southampton
Virginia,51,VA,Spotsylvania
Virginia,51,VA,Stafford
Virginia,51,VA,Staunton
Virginia,51,VA,Suffolk
Virginia,51,VA,Surry
Virginia,51,VA,Sussex
Virginia,51,VA,Tazewell
Virginia,51,VA,Virginia Beach
Virginia,51,VA,Warren
Virginia,51,VA,Washington
Virginia,51,VA,Waynesboro
Virginia,51,VA,Westmoreland
Virginia,51,VA,Williamsburg
Virginia,51,VA,Winchester
Virginia,51,VA,Wise
Virginia,51,VA,Wythe
Virginia,51,VA,York
Washington,53,WA,Adams
Washington,53,WA,Asotin
Washington,53,WA,Benton
Washington,53,WA,Chelan
Washington,53,WA,Clallam
Washington,53,WA,Clark
Washington,53,WA,Columbia
Washington,53,WA,Cowlitz
Washington,53,WA,Douglas
Washington,53,WA,Ferry
Washington,53,WA,Franklin
Washington,53,WA,Garfield
Washington,53,WA,Grant
Washington,53,WA,Grays Harbor
Washington,53,WA,Island
Washington,53,WA,Jefferson
Washington,53,WA,King
Washington,53,WA,Kitsap
Washington,53,WA,Kittitas
Washington,53,WA,Klickitat
Washington,53,WA,Lewis
Washington,53,WA,Lincoln
Washington,53,WA,Mason
Washington,53,WA,Okanogan
Washington,53,WA,Pacific
Washington,53,WA,Pend Oreille
Washington,53,WA,Pierce
Washington,53,WA,San Juan
Washington,53,WA,Skagit
Washington,53,WA,Skamania
Washington,53,WA,Snohomish
Washington,53,WA,Spokane
Washington,53,WA,Stevens
Washington,53,WA,Thurston
Washington,53,WA,Wahkiakum
Washington,53,WA,Walla Walla
Washington,53,WA,Whatcom
Washington,53,WA,Whitman
Washington,53,WA,Yakima
West Virginia,54,WV,Barbour
West Virginia,54,WV,Berkeley
West Virginia,54,WV,Boone
West Virginia,54,WV,Braxton
West Virginia,54,WV,Brooke
West Virginia,54,WV,Cabell
West Virginia,54,WV,Calhoun
West Virginia,54,WV,Clay
West Virginia,54,WV,Doddridge
West Virginia,54,WV,Fayette
West Virginia,54,WV,Gilmer
West Virginia,54,WV,Grant
West Virginia,54,WV,Greenbrier
West Virginia,54,WV,Hampshire
West Virginia,54,WV,Hancock
West Virginia,54,WV,Hardy
West Virginia,54,WV,Harrison
West Virginia,54,WV,Jackson
West Virginia,54,WV,Jefferson
West Virginia,54,WV,Kanawha
West Virginia,54,WV,Lewis
West Virginia,54,WV,Lincoln
West Virginia,54,WV,Logan
West Virginia,54,WV,Marion
West Virginia,54,WV,Marshall
West Virginia,54,WV,Mason
West Virginia,54,WV,McDowell
West Virginia,54,WV,Mercer
West Virginia,54,WV,Mineral
West Virginia,54,WV,Mingo
West Virginia,54,WV,Monongalia
West Virginia,54,WV,Monroe
West Virginia,54,WV,Morgan
West Virginia,54,WV,Nicholas
West Virginia,54,WV,Ohio
West Virginia,54,WV,Pendleton
West Virginia,54,WV,Pleasants
West Virginia,54,WV,Pocahontas
West Virginia,54,WV,Preston
West Virginia,54,WV,Putnam
West Virginia,54,WV,Raleigh
West Virginia,54,WV,Randolph
West Virginia,54,WV,Ritchie
West Virginia,54,WV,Roane
West Virginia,54,WV,Summers
West Virginia,54,WV,Taylor
West Virginia,54,WV,Tucker
West Virginia,54,WV,Tyler
West Virginia,54,WV,Upshur
West Virginia,54,WV,Wayne
West Virginia,54,WV,Webster
West Virginia,54,WV,Wetzel
West Virginia,54,WV,Wirt
West Virginia,54,WV,Wood
West Virginia,54,WV,Wyoming
Wisconsin,55,WI,Adams
Wisconsin,55,WI,Ashland
Wisconsin,55,WI,Barron
Wisconsin,55,WI,Bayfield
Wisconsin,55,WI,Brown
Wisconsin,55,WI,Buffalo
Wisconsin,55,WI,Burnett
Wisconsin,55,WI,Calumet
Wisconsin,55,WI,Chippewa
Wisconsin,55,WI,Clark
Wisconsin,55,WI,Columbia
Wisconsin,55,WI,Crawford
Wisconsin,55,WI,Dane
Wisconsin,55,WI,Dodge
Wisconsin,55,WI,Door
Wisconsin,55,WI,Douglas
Wisconsin,55,WI,Dunn
Wisconsin,55,WI,Eau Claire
Wisconsin,55,WI,Florence
Wisconsin,55,WI,Fond du Lac
Wisconsin,55,WI,Forest
Wisconsin,55,WI,Grant
Wisconsin,55,WI,Green
Wisconsin,55,WI,Green Lake
Wisconsin,55,WI,Iowa
Wisconsin,55,WI,Iron
Wisconsin,55,WI,Jackson
Wisconsin,55,WI,Jefferson
Wisconsin,55,WI,Juneau
Wisconsin,55,WI,Kenosha
Wisconsin,55,WI,Kewaunee
Wisconsin,55,WI,La Crosse
Wisconsin,55,WI,Lafayette
Wisconsin,55,WI,Langlade
Wisconsin,55,WI,Lincoln
Wisconsin,55,WI,Manitowoc
Wisconsin,55,WI,Marathon
Wisconsin,55,WI,Marinette
Wisconsin,55,WI,Marquette
Wisconsin,55,WI,Menominee
Wisconsin,55,WI,Milwaukee
Wisconsin,55,WI,Monroe
Wisconsin,55,WI,Oconto
Wisconsin,55,WI,Oneida
Wisconsin,55,WI,Outagamie
Wisconsin,55,WI,Ozaukee
Wisconsin,55,WI,Pepin
Wisconsin,55,WI,Pierce
Wisconsin,55,WI,Polk
Wisconsin,55,WI,Portage
Wisconsin,55,WI,Price
Wisconsin,55,WI,Racine
Wisconsin,55,WI,Richland
Wisconsin,55,WI,Rock
Wisconsin,55,WI,Rusk
Wisconsin,55,WI,Sauk
Wisconsin,55,WI,Sawyer
Wisconsin,55,WI,Shawano
Wisconsin,55,WI,Sheboygan
Wisconsin,55,WI,St. Croix
Wisconsin,55,WI,Taylor
Wisconsin,55,WI,Trempealeau
Wisconsin,55,WI,Vernon
Wisconsin,55,WI,Vilas
Wisconsin,55,WI,Walworth
Wisconsin,55,WI,Washburn
Wisconsin,55,WI,Washington
Wisconsin,55,WI,Waukesha
Wisconsin,55,WI,Waupaca
Wisconsin,55,WI,Waushara
Wisconsin,55,WI,Winnebago
Wisconsin,55,WI,Wood
Wyoming,56,WY,Albany
Wyoming,56,WY,Big Horn
Wyoming,56,WY,Campbell
Wyoming,56,WY,Carbon
Wyoming,56,WY,Converse
Wyoming,56,WY,Crook
Wyoming,56,WY,Fremont
Wyoming,56,WY,Goshen
Wyoming,56,WY,Hot Springs
Wyoming,56,WY,Johnson
Wyoming,56,WY,Laramie
Wyoming,56,WY,Lincoln
Wyoming,56,WY,Natrona
Wyoming,56,WY,Niobrara
Wyoming,56,WY,Park
Wyoming,56,WY,Platte
Wyoming,56,WY,Sheridan
Wyoming,56,WY,Sublette
Wyoming,56,WY,Sweetwater
Wyoming,56,WY,Teton
Wyoming,56,WY,Uinta
Wyoming,56,WY,Washakie
Wyoming,56,WY,Weston
